item_id,dataset,env,seed,L1,L2,FA,path,is_correct,n_docs,conflict_type,l2_source
ramdocs-0238-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0238-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0238-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0241-a1,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,3,misinformation,judge
ramdocs-0241-a1,ramdocs_a,standard,13,detected,unresolved,correct,shortcut,1,3,misinformation,judge
ramdocs-0241-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0250-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0250-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0250-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0252-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0252-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0252-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0253-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0253-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0253-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0254-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0254-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0254-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0256-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0256-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0256-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0258-a1,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0258-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0258-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0261-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0261-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0261-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0271-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0271-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0271-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0278-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0278-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0278-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0282-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0282-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0282-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0282-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0282-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0282-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0284-a1,ramdocs_a,reflection,13,detected,unresolved,wrong,,0,3,misinformation,judge
ramdocs-0284-a1,ramdocs_a,standard,13,detected,wrong,wrong,,0,3,misinformation,judge
ramdocs-0284-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0287-a1,ramdocs_a,reflection,13,detected,correct,wrong,,0,4,misinformation,judge
ramdocs-0287-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0287-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0289-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0289-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0289-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0289-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0289-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0289-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0291-a1,ramdocs_a,reflection,13,detected,wrong,wrong,,0,3,misinformation,rule
ramdocs-0291-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0291-a1,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0295-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0295-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0295-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0295-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0295-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0295-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0296-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0296-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0296-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0296-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0296-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0296-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0297-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0297-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0297-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0298-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,2,misinformation,judge
ramdocs-0298-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,2,misinformation,rule
ramdocs-0298-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0300-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0300-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0300-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0307-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0307-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0307-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0309-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0309-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0309-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0309-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0309-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0309-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0313-a1,ramdocs_a,reflection,13,detected,wrong,wrong,,0,5,misinformation,rule
ramdocs-0313-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0313-a1,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0313-a2,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0313-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0313-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0314-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0314-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0314-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0323-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0323-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0323-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0324-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,2,misinformation,judge
ramdocs-0324-a0,ramdocs_a,standard,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0324-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0324-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0324-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0324-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0324-a2,ramdocs_a,reflection,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0324-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0324-a2,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0325-a1,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,2,misinformation,rule
ramdocs-0325-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0325-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0328-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0328-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0328-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0329-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0329-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0329-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0331-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0331-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0331-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0331-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0331-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0331-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0334-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0334-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0334-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0334-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0334-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0334-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0338-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0338-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0338-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0338-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0338-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,6,misinformation,rule
ramdocs-0338-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0342-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0342-a0,ramdocs_a,standard,13,detected,unresolved,correct,shortcut,1,6,misinformation,judge
ramdocs-0342-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0349-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0349-a1,ramdocs_a,standard,13,detected,correct,wrong,,0,4,misinformation,judge
ramdocs-0349-a1,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0350-a2,ramdocs_a,reflection,13,detected,correct,wrong,,0,3,misinformation,judge
ramdocs-0350-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0350-a2,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0351-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,3,misinformation,rule
ramdocs-0351-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0351-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0351-a1,ramdocs_a,reflection,13,detected,correct,wrong,,0,3,misinformation,judge
ramdocs-0351-a1,ramdocs_a,standard,13,detected,unresolved,wrong,,0,3,misinformation,rule
ramdocs-0351-a1,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0356-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0356-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0356-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0356-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0356-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0356-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0357-a1,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,2,misinformation,rule
ramdocs-0357-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0357-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0358-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0358-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0358-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0359-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0359-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0359-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0362-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0362-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0362-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0364-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0364-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0364-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0367-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0367-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0367-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0369-a2,ramdocs_a,reflection,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0369-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0369-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0370-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0370-a0,ramdocs_a,standard,13,detected,correct,wrong,,0,5,misinformation,rule
ramdocs-0370-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0370-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0370-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0370-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0375-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0375-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0375-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0376-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0376-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0376-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0376-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0376-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0376-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0382-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0382-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,rule
ramdocs-0382-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0382-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0382-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0382-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0386-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0386-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0386-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0386-a1,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0386-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0386-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0388-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0388-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0388-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0388-a2,ramdocs_a,reflection,13,detected,correct,wrong,,0,6,misinformation,judge
ramdocs-0388-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0388-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0390-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0390-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0390-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0392-a2,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0392-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0392-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0393-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0393-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0393-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0393-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0393-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0393-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0397-a2,ramdocs_a,reflection,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0397-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0397-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0398-a2,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,4,misinformation,rule
ramdocs-0398-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0398-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0406-a0,ramdocs_a,reflection,13,detected,wrong,wrong,,0,3,misinformation,rule
ramdocs-0406-a0,ramdocs_a,standard,13,detected,correct,wrong,,0,3,misinformation,rule
ramdocs-0406-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0406-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0406-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0406-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0407-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0407-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0407-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0407-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0407-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0407-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0409-a2,ramdocs_a,reflection,13,detected,correct,wrong,,0,6,misinformation,judge
ramdocs-0409-a2,ramdocs_a,standard,13,detected,correct,wrong,,0,6,misinformation,rule
ramdocs-0409-a2,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,6,misinformation,
ramdocs-0410-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0410-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0410-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0414-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0414-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0414-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0414-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0414-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0414-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0414-a2,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0414-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0414-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0415-a0,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0415-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0415-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0415-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,3,misinformation,judge
ramdocs-0415-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0415-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0418-a2,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,rule
ramdocs-0418-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0418-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0420-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0420-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,rule
ramdocs-0420-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0424-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0424-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,2,misinformation,
