question_id,doc_id,conflict_type,question,correct_answer,date,a3,label_llm,supported_answer_llm,label_reviewed,note,text
dragged-0285,5,outdated,What is the host city of the upcoming International Olympiad in Informatics (IOI)?,Bolovia,,0,noise,,noise,,The International Olympiad in Informatics (IOI) is an annual global competition in infor- matics for individual contestants from over 80 invited countries. The ...
dragged-0297,7,outdated,Which team holds the record for largest deficit overcome to win an NFL game?,The New England Patriots,2024-02-11,0,(blank),,correct,Patriots 최대 역전 기록 서술 → 지지 (LLM 빈칸),"Patrick Mahomes finds Mecole Hardman on a three-yard touchdown pass in overtime, lifting the Kansas City Chiefs to a 25-22 win over the San Francisco 49ers. Feb. 11, 2024 The Patriots would make history by climbing out of that 18-point halftime hole and stunning Atlanta 34-28 in overtime for their fifth Super Bowl title with Brady and coach Bill Belichick. They also set the record for largest overall deficit overcome to win a Super Bowl, after Atlanta quarterback and league MVP Matt Ryan led his team on an 85-yard touchdown drive for a 25-point lead midway through the third quarter. Advertisement Then Brady started playing like the legend he is. Down by 16 with less than six minutes remaining in regulation, Brady led drives that culminated in a six-yard touchdown pass to Danny Amendola (and a conversion run by James White) and a one-yard touchdown run by White (and a Brady-to-Amendola conversion pass) to tie the score at 28. The Patriots won the coin toss to start overtime, and the Falcons offense never saw the field. Brady started the drive with five straight completions for 50 yards. Four plays later, White ran the ball two yards into the end zone to complete the greatest comeback in Super Bowl history. Chuck Schilken is a sports reporter on the Fast Break team. He spent more than 18 years with the Los Angeles Times’ Sports Department in a variety of roles. Before joining The Times, he worked for more than a decade as a sports reporter and editor at newspapers in Virginia and Maryland."
dragged-0297,9,outdated,Which team holds the record for largest deficit overcome to win an NFL game?,The New England Patriots,,0,noise,,noise,,The Minnesota Vikings and Baltimore Ravens combined for over 20 points in the final two minutes of regulation in one of the craziest finishes in NFL history.
dragged-0300,5,outdated,Which game won the Spiel des Jahres award most recently?,Sky Team,2023-07-18,0,conflict,,conflict,,"Oli Welshis senior editor, U.K., providing news, analysis, and criticism of film, TV, and games. He has been covering the business & culture of video games for two decades. This doesn’t happen every year — in fact, it’s never happened before. This year’s Spiel des Jahres, a prestigious German award for the best board game of the year, has gone to a video game adaptation: Dorfromantik: The Board Game. Video game adaptations are common enough in tabletop gaming, and many of them are excellent, but the Spiel des Jahres award belongs at the traditional heart of the board game industry. Since its inception in 1978, it has remained focused on broadly accessible, family-friendly board games, as opposed to war games, role-playing games, collectible card games, and other more complex or hobbyist forms of tabletop gaming. Previous winners include canonical classics like Carcassonne and Ticket to Ride, so a video game adaptation winning the award is a big deal. But when you consider the game in question, perhaps it’s not so unexpected. Dorfromantik is a minimalist tile-placement game about building beautiful, pastoral landscapes of towns, rivers, forests, farms, and train tracks. Though it’s quite tightly designed, there are no competitive elements to it, and no resources or populations to worry about. It’s very much like Catan or, especially, Carcassonne, reimagined as a meditative single-player chillout game. And it’s absolutely wonderful. Dorfromantik: The Board Game, by Michael Palm and Lukas Zach, adapts the video game’s design while opening it up to as many as six players, although it remains a purely cooperative, non-competitive experience. The Spiel des Jahres jury chairman Harald Schrapers praised the game’s relaxed approach: “This cooperative, feelgood game has new, exciting goals from game to game, but you can never lose,” Schrapers said (via Google Translate). At time of writing, Dorfromantik: The Board Game is out of stock at Amazon, but you can find a copy at Cardhaus Games."
dragged-0300,6,outdated,Which game won the Spiel des Jahres award most recently?,Sky Team,2023-07-16,0,conflict,Dorfromantik,conflict,,"Dorfromantik won, it ticks a lot of boxes of what the jury usually likes. Challengers won Kennerspiel and Mysterium Kids won Kinderspiel."
dragged-0300,8,outdated,Which game won the Spiel des Jahres award most recently?,Sky Team,2023-07-10,0,noise,,noise,,"Best of the rest: 8 Spiel des Jahres winners you haven’t heard of The Spiel des Jahres is often seen as the biggest prize in board gaming. There’s a big fanfare over the nominees and winner every year that can translate into hundreds of thousands of extra copies sold. However, the 'Game of the Year' prize has far more humble roots, dating right back to 1979 when it was established to promote excellence in the German market for family-friendly games. From the outset it was made clear this was a critic's award, chosen by jury consensus rather than a popularity contest. Overlooked Spiel des Jahres winners Given the long history of the award and the refinement of player taste and design over that period, it’s unsurprising that most of the older Spiel des Jahres winners have fallen out of favour. But that doesn’t mean that it’s fair. While some of these titles feel clunky and underdeveloped to the modern gamer, others ought to be considered as minor classics or vital stepping stones on the pathway to the current hobby. Here are eight board game winners of the Spiel des Jahres, all of which can be picked up for bargain prices secondhand or played online, that deserve some modern-day love. 1. Hare and Tortoise On your marks for this surprisingly thinky race game Hare and Tortoise was the first board game to win the Spiel des Jahres, and remains well worth playing over 40 years later. | Image credit: Gibsons What better way to start than with the winner of the inaugural Spiel des Jahres award back in 1979? This race game is still in print and with good reason; it still feels relatively fresh today, and so must have seemed an astonishing piece of innovation to that first jury back in the day. The concept is very simple: a race game without randomness where you pay carrot cards to move, the cost growing higher the further you choose to go. However, the course is full of wrinkles. You can’t land on spaces with other players, you have to land on at least three lettuce squares, while other spaces reward you with carrots based on their printed value and your race position."
dragged-0310,3,outdated,what is the population of the state of utah,a bit above 3 million,,0,correct,,correct,,"In 2022, Utah had a population of 3.28M people with a median age of 31.4 and a median household income of $86,833. Between 2021 and 2022 the population of Utah grew from 3.23M to 3.28M, a 1.62% increase and its median household income grew from $79,133 to $86,833, a 9.73% increase. 15.5% of the households in Utah reported speaking a non-English language at home as their primary shared language. This does not consider the potential multi-lingual nature of households, but only the primary self-reported language spoken by all members of the household. Utah is home to a population of 3.28M people, from which 95.2% are citizens. As of 2022, 8.35% of Utah residents were born outside of the country (274k people). In 2022, there were 13.7 times more White (Non-Hispanic) residents (2.52M people) in Utah than any other race or ethnicity. There were 184k White (Hispanic) and 164k Other (Hispanic) residents, the second and third most common ethnic groups. The most common non-English languages spoken as the primary langauge in households in Utah are Spanish (317,733 households), Chinese (Incl. Mandarin, Cantonese) (16,185 households), and Ilocano, Samoan, Hawaiian, or Other Austronesian Languages (14,621 households). As of 2022, 95.2% of Utah residents were US citizens, which is higher than the national average of 93.5%. In 2021, the percentage of US citizens in Utah was 95.2%, meaning that the rate of citizenship has been increasing. The following chart shows US citizenship percentages in Utah compared to that of it's neighboring and parent geographies. In 2022,"
dragged-0310,7,outdated,what is the population of the state of utah,a bit above 3 million,,0,noise,,noise,,"Every decade, the Bureau reconciles these estimates and releases final data. These provisional estimates are 'postcensal estimates', and the final estimates are 'intercensal estimates'. USAFacts used the final intercensal estimates for 1970 through 2009 and the provisional postcensal estimates for 2010 and after. Use caution when interpreting population changes that use different estimate vintages. The 2010-2020 postcensal estimates are known to underestimate the population by about 1% nationally. This underestimate is, effectively, zero for 2010 and grows each year to reach 1% by 2020. The estimate years differ from the base 2010 decennial census; underestimates will be resolved in 2023 when the Census Bureau releases its 2010-2020 intercensal estimates. Geography changes In 2022, the Census Bureau accepted a new county-equivalent map for the state of Connecticut to better reflect the actual governance system in the state. This resulted in a new map that divides the state into 9 counties in place of the prior 8-county map. This presents a significant hurdle for providing context to Connecticut's state population changes over time. The Census Bureau, in addressing this concern, has indicated that they will release alternative population estimates for Connecticut for the past 5 years using the more recent 9-county designations. USAFACTS will be paying attention to those releases to determine if those results can be combined with these other data to provide a time series of population change for the new counties. While this is being determined, we have inserted the data from the Vintage 2021 Population Estimates (census.gov) for reporting for Connecticut at the county level, that align to the old, 8-county system to provide that context over time. State and National numbers use the 2022 Vintage estimates and we will continue to use the most recent estimates for the state and nation even when older data must be substituted for the county-level data."
dragged-0316,0,outdated,Which video on youtube has the most dislikes?,Youtube Rewind 2018,,0,noise,,noise,,Most Disliked YouTube Videos. Home. Shorts ... Can this video get 1 million dislikes? PewDiePie · 4:42. Luis Fonsi - Despacito ft. Daddy Yankee. Luis Fonsi.
dragged-0316,1,outdated,Which video on youtube has the most dislikes?,Youtube Rewind 2018,,0,noise,,noise,,"Contents Examples of some of the most disliked YouTube videos in 2022 In March 2010, YouTube switched from the 5-star rating system to like/dislike system. If the five-star rating is now a like, a one-star rating is a dislike. YouTube Worst Video of All Time vote one-star, write a comment was the most disliked video. Shortly after that, Justin Bieber’s Baby exceeded this video. By June 2011, Baby by Justin Bieber had over 1.4 million dislikes, which made us conclude that the dislike button is more popular and used than the like button. Before being removed in 2011, Friday by Rebecca Black got 3.2 million dislikes. Most disliked Youtube videos in 2022 People watch more than a billion hours of video content on YouTube daily. For this reason, the top of disliked videos will change over time."
dragged-0316,4,outdated,Which video on youtube has the most dislikes?,Youtube Rewind 2018,2021-10-25,0,noise,,noise,,"We see what appears to be two young brothers taking a bath together and helping each other get clean. It’s a cute animation until the lines get stuck in your head. We suspect parents hearing this song one too many times in a day may have played a hand in the 8.39 million dislikes. Can you blame them? We’ve seen plenty of children’s videos so far but this may be the longest. Running for a total of five minutes and 10 seconds, this animated video teaches young children about colors via cartoon eggs with somewhat creepy smiles. The video is narrated in Russian, but the song that plays in the background is “Old MacDonald Had a Farm” sung in English. You’ll definitely learn these colors by the end but your dreams may also be filled with smiling Russian eggs – tough tradeoff. 6. ""YouTube Rewind 2019: For the Record"" by YouTube (9.55m dislikes) Yes, you read that right. A YouTube-generated video is nudging the top 5 for most disliked video. Funnier than that? This video was a response to a 2018 version of the same kind. In this video, users see highlights of the most viewed videos from 2019 - an improvement from its predecessor but still not hitting the mark apparently. This video sits at number 6 with 9.5 million dislikes (more than double the amount of likes). 5. ""Johny Johny Yes Papa"" by LooLoo Kids (11.44m dislikes) Like so many other songs for kids, this one is repetitive and contains simple lyrics. Running at less than two minutes long, the video itself features a baby trying to sneak sugar cubes when his father isn’t looking. An odd story line that somehow got this video over 11 million dislikes. 4. ""Baby"" by Justin Bieber (12.40m dislikes) That’s right. J.Biebs made the most disliked YouTube videos list."
dragged-0332,0,outdated,who was the last person appointed to the u.s. supreme court,Kentaji Brown Jackson,,0,noise,,noise,,"Supreme Court Nominations (1789-Present) The Constitution requires the president to submit nominations to the Senate for its advice and consent. Since the Supreme Court was established in 1789, presidents have submitted 165 nominations for the Court, including those for chief justice. Of this total, 128 were confirmed (7 declined to serve). This chart lists nominations officially submitted to the Senate. 17. On motion to proceed to consider the nomination, an objection was made. 18. Nominated to chief justice. 19. Nominated to chief justice. 20. Nominated to chief justice. 21. Nominated to chief justice. 22. Sitting justice nominated to chief justice, but declined and continued to serve as an associate justice. 23. Offered his services as a replacement for the soon-to-retire John Jay in June 1795, so President Washington offered him a temporary commission (Senate was in recess). The Senate convened in December and voted on the nomination, making Rutledge the first rejected Supreme Court nominee and the only ""recess appointed"" justice not to be subsequently confirmed by the Senate. 24. Nominated to chief justice. 25. 7 nominees (see D in Result Key) were confirmed, but declined to serve."
dragged-0332,1,outdated,who was the last person appointed to the u.s. supreme court,Kentaji Brown Jackson,,0,noise,,noise,,"Notes: The acceptance of the appointment and commission by the appointee, as evidenced by the taking of the prescribed oaths, is here implied; otherwise the individual is not carried on this list of the Members of the Court. Examples: Robert Hanson Harrison is not carried, as a letter from President Washington of February 9, 1790 states Harrison declined to serve. Neither is Edwin M. Stanton who died before he could take the necessary steps toward becoming a Member of the Court. Chief Justice Rutledge is included because he took his oaths, presided over the August Term of 1795, and his name appears on two opinions of the Court for that Term. The date a Member of the Court took his/her Judicial oath (the Judiciary Act provided “That the Justices of the Supreme Court, and the district judges, before they proceed to execute the duties of their respective offices, shall take the following oath . . . ”) is here used as the date of the beginning of his/her service, for until that oath is taken he/she is not vested with the prerogatives of the office. The dates given in this column are for the oaths taken following the receipt of the commissions. Dates without small-letter references are taken from the Minutes of the Court or from the original oath which are in the Curator’s collection. The small letter (a) denotes the date is from the Minutes of some other court; (b) from some other unquestionable authority; (c) from authority that is questionable, and better authority would be appreciated."
dragged-0332,6,outdated,who was the last person appointed to the u.s. supreme court,Kentaji Brown Jackson,,0,noise,,noise,,"Supreme Court Nominations The Supreme Court is the Nation's highest court. Eight Associate Justices and one Chief Justice comprise the membership of the Court. Like all Federal judges, Supreme Court Justices serve lifetime appointments on the Court, in accordance with Article III of the United States Constitution. In 211 years, there have been just 17 Chief Justices, and a total of 112 Justices have served on the Supreme Court. The Constitution vests the Supreme Court with: ""The Judicial Power shall extend to all Cases, in Law and Equity, arising under this Constitution, the Laws of the United States, and Treaties made, or which shall be made, under the Authority, to all Cases affecting Ambassadors, other public Ministers and Consuls; to all Cases of admiralty and maritime Jurisdiction; to Controversies to which the United States shall be a Party; to Controversies between two or more States; between a State and Citizens of another State; between Citizens of different States; between Citizens of the same State claiming Lands under Grants of different States, and between a State, or the Citizens thereof, and foreign States, Citizens or Subjects."" (Article III, Section I, United States Constitution) When a vacancy occurs on the Supreme Court, the President of the United States is given the authority, under Article II of the United States Constitution, to nominate a person to fill the vacancy. The nomination is referred to the United States Senate, where the Senate Judiciary Committee holds a hearing where the nominee provides testimony and responds to questions from members of the panel. Traditionally, the Committee refers the nomination to the full Senate for consideration."
dragged-0339,3,outdated,How many LauncherOne's flights have successfully reached the Low Earth orbit?,4,2022-07-05,missing,correct,,correct,,Satellite-launch company Virgin Orbit has successfully launched its fourth consecutive mission using its air-launched rocket technology.
dragged-0339,4,outdated,How many LauncherOne's flights have successfully reached the Low Earth orbit?,4,,missing,correct,four,correct,,"On December 30, 2021, Virgin Orbit underwent a SPAC merger with NextGen Acquisition Corp, and became a publicly traded company (symbol VORB) at the NASDAQ stock exchange.[3] Upon listing Virgin Orbit was valued at $3.7 billion.[4] LauncherOne made six flights from 2020 to 2023, resulting in four successes and two failures. After the second failure in January 2023 and amid an inability to secure additional financing,[5] the company laid off staff and suspended operations in March 2023, finalizing Chapter 11 bankruptcy auction on May 22, 2023.[6][7] Remaining assets were divested for $36 million, less than 1% of the company's valuation upon IPO.[8] On January 9, 2023,[18][19] LauncherOne failed to orbit despite a nominal drop from the aircraft, with Virgin Orbit citing ""an anomaly"" with the upper stage.[20] The failed payload included nine satellites from seven different customers.[21] This was Virgin Orbit's first attempted launch from the UK at Spaceport Cornwall; previous launches were from Mojave Air and Space Port. Cosmic Girl Cosmic Girl was the name of the modified Boeing 747-400 that Virgin Orbit used to launch its rockets.[22] In 2022, Virgin Orbit announced plans to acquire additional 747s with the ability to transport the rocket and ground support equipment internally.[citation needed] A few months prior to going public, Virgin Orbit was owned by Richard Branson's Virgin Group and the Emirati state-owned Mubadala, which had invested about $1 billion in Virgin Orbit through August 2021.[citation needed] In August 2021 when the SPAC merger was announced, Virgin Orbit estimated it needed $420 million in cash, starting in the second half of 2021, to reach positive cash flow in 2024."
dragged-0343,0,outdated,India's second largest integrated oil refining and marketing company?,BPCL,,0,noise,,noise,,"How it all started Vadinar, a small coastal town located in Devbhoomi Dwarka district in the state of Gujarat, India, is home to one of the most complex refineries in the world. Our refinery started commercial production on May 1, 2008 and is today India's second largest single - location refinery, capable of handling a diverse range of crude - from sweet to sour and light to ultra-heavy. The Refinery has an annual capacity of 20 million metric tonnes (MMT) or 405,000 barrels per day (bpd). It is capable of processing some of the toughest crudes and yet produce high quality Euro IV and Euro VI grade products. We can now produce high quality Bharat Stage (BS VI) compliant fuels that meet international standards. This brings us closer to the global emission standards. Strategic Location Situated on the West coast of India where over 65% of Indian crude is imported Proximity to the Middle East, the largest crude oil source in the world, resulting in lower crude freight costs Able to cater to key export and trade markets in Europe, the Middle East and South-East Asia Strategically located to cater the demand of growing domestic market Situated at the heart of one of the world’s future trading hubs Safety at Vadinar Health, Safety and Environment (HSE) is a key value for Nayara Energy. We are committed to provide safe operations and work places, to protect the health and safety of its employees and contractors, as well as to mitigate the environmental impact of our operations Our refinery operates an integrated health, safety, environment and quality (HSEQ) management system. It is the first Petroleum Refinery to be certified in ISO 45001:2018, which is conforming to the Occupational Health & Safety Management System."
dragged-0343,2,outdated,India's second largest integrated oil refining and marketing company?,BPCL,2022-01-18,0,noise,,noise,,"It is a subsidiary of the Essar Group and is headquartered in Mumbai. Redefine the future of urban mobility! Join us at the Metro Rail Conference 2025 to explore groundbreaking ideas and insights. 👉 Register today! The oil and gas industry plays a vital role throughout the lives of humans. We are dependent on them in several ways, hence the industry thrives great demand further driving the economy of the country. It is one of India's eight essential industries, and it has a significant impact on the economy's judgment call. Indian economic market is primarily tied to its energy consumption, thus, the demand for oil and gas is predicted to expand further, consequently rendering the industry relatively favourable for business. Various Indian oil and gas corporations have made significant contributions to the country's rapid economic expansion. They also provide commercial partnerships with different raw material suppliers and are one of the foremost sources of employment to many people. Construction World brings the top 10 best Oil and Gas companies in India one must know about. 1. Indian Oil Corporation Limited Indian Oil Corporation Limited is the leader of the oil and gas industry in the Indian market. The company has its headquarters in New Delhi and has been serving throughout the nation being the best oil and gas industry to rely upon. Indian Oil is ranked 212 on the Fortune 500 list, and it is the only Indian company to reach that state. It is planning to expand itself across the borders by becoming global where it aims to establish its subdivisions in Mauritius, UAE, and Sri Lanka. Indian Oil has been fuelling the country magnificently for more than six decades now. Indian Oil has a combined manufacturing capability of 80.55 MMTPA and a pipeline channel of over 15,000 kilometers to support India's economic growth. Indian Oil has a cross-country pipeline network that ensures effective, reasonable and ecologically responsible conveyance of crude oil to refineries and completed goods to high-demand regions."
dragged-0343,6,outdated,India's second largest integrated oil refining and marketing company?,BPCL,2024-11-12,0,noise,,noise,,"India shaping up as refining hub, to rely on fossil fuels until 2040, oil minister says Storage tanks of an oil refinery of Essar Oil, which runs India's second biggest private sector refinery, are pictured in Vadinar in the western state of Gujarat, India, October 4, 2016. Picture taken October 4, 2016. REUTERS/Amit Dave/File Photo Purchase Licensing Rights, opens new tab Nov 12 (Reuters) - India, the world's No.3 oil importer and consumer, is expected to rely on fossil fuels until at least 2040 and is positioning itself as a refining hub, Oil Minister Hardeep Singh Puri told Reuters on Tuesday. While global refining centers are downsizing as energy transition progresses at an unpredictable pace, India's rising daily crude utilization means it will rely on fossil fuels until at least 2040, Puri said at the sidelines of a refining conference in Bengaluru. ""Our existing refineries will increase in terms of capacity and they will also become regional hubs in terms of providing to other countries,"" Puri said. India, the world's third-largest emitter of greenhouse gases, has pledged to achieve a net zero carbon emission target by 2070. It has a target of 500 gigawatts (GW) of renewable energy by 2030. Puri reiterated that India is looking to scale its refining capacity by 81% to as much as 450 metric tonne per annum (mtpa), from about 249 mtpa, or about 5 million barrels per day (bpd), currently. He did not provide a timeline. The minister said there are ""robust discussions"" among state-owned and private refiners to scale beyond 310 mtpa, which might be achieved even before the targeted 2028."
dragged-0343,9,outdated,India's second largest integrated oil refining and marketing company?,BPCL,,0,noise,,noise,,"Complex 1.5% Global crude PTA and PP TOP 5 Producers Globally PX PRODUCER 3rd Largest 4.6 MMTPA capacity Petrochemical producer #1 in India An integrated oil-to-chemicals portfolio Reliance O2C includes world-class refining and petrochemicals manufacturing assets located at Jamnagar, Hazira, Dahej, Nagothane, Vadodara, Patalganga, Silvassa, Barabanki and Hoshiarpur as well as in Malaysia at Nilai, Melaca, and Kuantan. The integrated O2C business structure enables an integrated decision-making approach that helps maximise and optimise the entire value chain from crude to refining to petrochemicals to the B2B/B2C model. Through our O2C business, we have focused on building new capacities, strengthening our existing positions, and making our refinery and petrochemical businesses among the largest, most integrated, and most competitive in the world. Petcoke gasification Reliance has the world’s largest petcoke gasifier in Jamnagar. Our petcoke gasification initiative converts low-value petroleum coke from the refinery to usable, high-value fuel, making Jamnagar energy-efficient and self-sufficient in meeting its power and utilities requirement. Our petcoke gasification project will transform Jamnagar into a unique “bottom-less” refinery by upgrading low-value refinery residue and petcoke, into syngas. This will help in reducing the impact of Liquified Natural Gas (LNG) price volatility by substituting high-cost Liquified Natural Gas (LNG) imports. Refinery Off-Gas Cracker (ROGC) Complex We run the world’s largest Refinery Off-Gas Cracker (ROGC) complex. The ROGC complex at Jamnagar has an ethylene capacity of 1.7 million metric tonnes per annum (MMTPA)."
dragged-0380,1,outdated,How many people are there in the world?,8 billion,,0,noise,,noise,,"Date Authors This article is an updated version of one of PRB’s most popular features: estimating the number of people who have ever been born. We first made this estimate in 1995 and have updated it periodically since then. Calculating the number of people who have ever lived is part science and part art. No demographic data exist for more than 99% of the span of human existence. Still, with some assumptions about population size throughout human history, we can get a rough idea of this number: About 117 billion members of our species have ever been born on Earth. What Can We Estimate About Population in Prehistory and History? Any estimate of the total number of people who have ever lived depends essentially on three factors: the length of time that humans are thought to have been on Earth, the average size of the population at different periods, and the number of births per 1,000 population during each of those periods. The estimate, however, does not depend on the number of deaths during any period of time. Determining when humankind actually came into existence isn’t straightforward. The oldest hominins are thought to have appeared as early as 7 million B.C.E. The earliest species of the Homo genus appeared around 2 million to 1.5 million B.C.E. Current evidence supports modern Homo sapiens appearing around 190,000 B.C.E. Modern Homo sapiens originated in Africa, though the exact location has long been debated. Diverse groups are thought to have lived in different locations across Africa for the first two-thirds of human history. Around 8000 B.C.E., the world population was approximately 5 million. (Table 1 displays very rough figures representing averages of an estimate of ranges given by the United Nations and other sources.) Slow population growth over the 8,000-year period—from an estimated 5 million in 8000 B.C.E. to 300 million in 1 C.E.—results in a very low growth rate of only 0.05% per year. It’s difficult to come up with an average world population size for this period."
dragged-0380,3,outdated,How many people are there in the world?,8 billion,,0,noise,,noise,,"The fact that some affluent countries demonstrate negative population growth fails to discredit the theory as a whole, since the world has become a globalized system with food moving across national borders from areas of abundance to areas of scarcity. Hopfenberg and Pimentel's 2001 findings support both this[154] and Daniel Quinn's direct accusation, in the early 2010s, that ""First World farmers are fueling the Third World population explosion"".[177] ^the compound ""world population"" becomes common from c. the 1930s, adapted from early 20th-century ""world's population""; pre-20th century authors use ""population of the world"". ^""The population of the world, which Sir W. P. in 1682, stated at only 320 millions, has been estimated by some writers at about 730 million, by others, at upwards of 900 million; Mr. Wallace, of Edinburgh, conjectured it might amount to 1 billion, and this number has since generally been adopted who have noticed the subject;"" The Monthly Magazine 4 (July–December 1797), p. 167. ^600 million: Simon Gray, The Happiness of States (1818), p. 356Archived 6 June 2019 at the Wayback Machine. 800 million: Gordon Hall, Samuel Newell, The Conversion of the World (1818), p. 10Archived 6 June 2019 at the Wayback Machine. 800 to 1000 million: John Redman Coxe, Considerations Respecting the Recognition of Friends in Another World (1845), p. 21 (footnote with references). ^"
dragged-0380,6,outdated,How many people are there in the world?,8 billion,,0,noise,,noise,,"The French Institute for Demographic Studies or INED, is a public research institute specialized in population studies that works in partnership with the academic and research communities at national and international levels. Founded in 1945, the Institut national d’études démographiques (French Institute for Demographic Studies, or INED) stands as one of the major public research institutions in the population sciences. It investigates population issues in all their diversity, disseminates demographic knowledge, and promotes training in and through research. INED’s expertise spans a broad spectrum of scientific disciplines—including not only demography but also sociology, economics, history, geography, statistics, and epidemiology. While a large share of its research concerns France, international comparisons are frequently undertaken and other geographical regions are a strong focus of interest. In 1986, INED became one of France’s eight public scientific and technical institutions (EPST), alongside CNRS, INSERM, INRA and the IRD (Institut de Recherche pour le Développement). The Institute’s overall missions are to study all aspects of population, to provide training in and through research, to keep the government, public authorities and general public informed about demographic questions and to disseminate French demographic research internationally. Nearly 250 people, including 50 tenured, or permanent, researchers and more than 40 doctoral students, work at INED; there are also 40 associate researchers. The Institute has 10 research units, a mixed research unit and 5 research support services, including the Statistical Methods and Surveys departments INED, the French Institute for Demographic Studies, is a founding member of the Campus Condorcet. All Institute teams are settled at the Campus’s Aubervilliers site and actively working to make this new, comprehensive human and social sciences research center a national and international benchmark institution. INED research projects are funded in part by the Institute’s budget line. They may also receive support from funding agencies like the Agence Nationale de la Recherche or ANR"
dragged-0381,7,outdated,What is the hottest year on record?,2024,,0,conflict,2023,conflict,,"Key Takeaway: This graph shows the change in global surface temperature compared to the long-term average from 1951 to 1980. Earth’s average surface temperature in 2023 was the warmest on record since recordkeeping began in 1880 (source: NASA/GISS). NASA’s analysis generally matches independent analyses prepared by the​ National Oceanic and Atmospheric Administration (NOAA) and other research groups. Overall, Earth was about 2.45 degrees Fahrenheit (or about 1.36 degrees Celsius) warmer in 2023 than in the late 19th-century (1850-1900) preindustrial average. The 10 most recent years are the warmest on record. The animation on the right shows the change in global surface temperatures. Dark blue shows areas cooler than average. Dark red shows areas warmer than average. Short-term variations are smoothed out using a 5-year running average to make trends more visible in this map."
dragged-0384,1,outdated,Is one US dollar worth more than 82 Indian rupees?,No,2015-12-23,missing,noise,,noise,,"Today Indian rupee hits the lowest compared to US dollar. What factors decide this rate? From 1992 (1$ ~ 34R) to 2013 (1$~58), in 21 years , INR ..."
dragged-0384,3,outdated,Is one US dollar worth more than 82 Indian rupees?,No,,missing,conflict,"Currently, 82 USD stands at approximately INR 7050.",conflict,,"Foreign Currency Notes Convert 82 USD to INR Online with Live Conversion Rate The 82 US Dollar to Indian Rupee exchange rate fluctuates every day. To keep the conversion of USD to INR convenient as per the live USD exchange rates, you can access MakeMyTrip. The platform updates you with the changing value of 82 US Dollar in INR for the best deals on currency conversion. Currently, 82 USD stands at approximately INR 7050.34. How Can I Convert 82 US Dollar to INR in India Some common ways to exchange 82 US Dollar currency with INR in India are listed below - Internationally-accepted cards The BookMyForex multi-currency Forex card allow you to load US Dollar. Once you have returned from your trip, you can convert the currency back to INR. Online Forex Solutions Online Forex Solutions offered by MakeMyTrip are simple and cost-efficient, allowing US Dollar to INR exchange. A nearby bank Any of the local banks should be able to exchange your US Dollar for Indian Rupees. However, this could take longer than expected and cost more than expected. Local money exchangers If you want to exchange your INR for US Dollar and vice versa, you can do so at any licensed exchanger or Authorised Dealer Category II. However, it might require a lot of negotiation. Airport Most airports allow you to buy US Dollar in exchange of Indian rupees, however, the exchange rate is rather high. Other Forex Services We Offer You can also avail of other Forex services for US Dollar on MakeMyTrip for convenient currency exchange. Currency Notes You can easily buy US Dollar currency notes at live and best exchange rates to enable convenient cash availability. Forex Card You can also avail of the BookMyForex multi-currency Forex card for US Dollar. It comes with a 0% Forex mark-up over inter-bank rates. Currency Information US Dollar The US Dollar is the official currency of the United States of America and many other countries."
dragged-0384,5,outdated,Is one US dollar worth more than 82 Indian rupees?,No,,missing,noise,,noise,,How to convert Indian rupees to US dollars. 1. Input your amount. Simply type in the box how much you want to convert. 2. Choose your currencies.
dragged-0384,8,outdated,Is one US dollar worth more than 82 Indian rupees?,No,,missing,noise,,noise,,"Exchange US Dollars to Indian Rupees in-app, then save, spend, and send however you like — with great exchange rates and low fees. That's true global freedom."
dragged-0393,3,outdated,What is the host stadium of this year's Super Bowl?,Caesars Superdome,,0,conflict,Allegiant Stadium,conflict,,"Super Bowl LVIII Things will look a little different at Allegiant Stadium for Super Bowl LVIII! The stadium campus will transform and fan access will not be the same as regular season Raiders games as far as parking, entry and security access. February 11, 2024 Super Bowl LVIII Things will look a little different at Allegiant Stadium for Super Bowl LVIII! The stadium campus will transform and fan access will not be the same as regular season Raiders games as far as parking, entry and security access. Things will look a little different at Allegiant Stadium for Super Bowl LVIII! The stadium campus will transform and fan access will not be the same as regular season Raiders games as far as parking, entry and security access. Additional information can be found at SuperBowl.com/EventInfo as gameday approaches. Please note, for Super Bowl LVIII all persons entering the Stadium, regardless of age, must have a ticket for the Game. Super Bowl 58 and related events are operated by the NFL and all related questions should be directed to Experience.Support@nfl.com."
dragged-0395,2,outdated,Who is the most recent former Prime Minister of the United Kingdom?,Rishi Sunak,,0,noise,,noise,,"Share This British Prime Ministers Thirty-one British Prime Ministers have been educated at Oxford University. Of these, 13 were educated at Christ Church, four at Balliol, three at Trinity, two at Brasenose and one each at Hart Hall (now Hertford), Jesus College, Lincoln, Merton, St Edmund Hall, St Hugh's, St John's, Somerville and University."
dragged-0395,6,outdated,Who is the most recent former Prime Minister of the United Kingdom?,Rishi Sunak,,0,correct,Rishi Sunak,correct,,@RishiSunak. MP for Richmond and Northallerton. Former Prime Minister of the United Kingdom. Joined September 2019. 268 Following · 2.3M Followers · Posts.
